Sida,Klick,Exponeringar,CTR,position
https://seb.se/hitta-bankkontor/seb-i-jonkoping,479,17769,2.7%,7.13
https://seb.se/privat/private-banking/filantropi/stiftelser,479,3661,13.08%,11.1
https://seb.se/foretag/betala-och-ta-betalt/betala/leverantorsbetalningar,478,9517,5.02%,8.98
https://seb.se/hitta-bankkontor/seb-i-boras,478,8897,5.37%,9.12
https://seb.se/hitta-bankkontor/seb-i-sundsvall,474,5791,8.19%,9.53
https://seb.se/privat/ekonomikollen/sa-mycket-bor-du-spara-till-pensionen,474,4359,10.87%,8.6
https://seb.se/foretag/betala-och-ta-betalt/betala/autogiro-betala,473,6069,7.79%,4.06
https://seb.se/privat/lana/privatlan-och-krediter/enkla-krediten,471,6873,6.85%,15.95
https://seb.se/foretag/greenhouse/greenhouse-partners/avtal24,469,17903,2.62%,7.29
https://seb.se/privat/spara-och-placera/servicekonto-vp-konto,466,5885,7.92%,5.3
https://seb.se/hitta-bankkontor/seb-i-karlstad,462,17209,2.68%,7.2
https://seb.se/privat/verktyg-for-din-ekonomi/mobilt-bankid/sa-sparrar-du-mobilt-bankid,456,27987,1.63%,2.98
https://seb.se/hitta-bankkontor/seb-i-kungsbacka,454,7541,6.02%,8.01
https://seb.se/var-kundservice/10460/hur-bestaller-jag-ett-kontobevis-for-mitt-konto/,454,1286,35.3%,1.99
https://seb.se/privat/pension-och-forsakring/pensionsspara,453,37746,1.2%,8.94
https://seb.se/privat/verktyg-for-din-ekonomi/appen-for-privatpersoner/betala-rakningar-i-mobilen,453,17915,2.53%,10.24
https://seb.se/foretag/verktyg-for-ditt-foretagande/koppla-ditt-affarssystem-till-oss,451,16014,2.82%,28.75
https://seb.se/var-kundservice/1031/vilken-kurs-far-jag-nar-jag-handlar-i-en-annan-valuta-med-mitt-kort/,444,10003,4.44%,10.84
https://seb.se/pow/content/produkter/kort/maestro_r4239.pdf,444,7405,6%,3.74
https://seb.se/privat/spara-och-placera/warrantskolan,443,9753,4.54%,8.08
https://seb.se/privat/lana/bolan-och-rantor/bolanerantor/rantehistorik-bolan,441,23937,1.84%,2.69
https://seb.se/privat/spara-och-placera/spara-i-fonder/handel-med-fonder-i-sebs-kurslista,439,13135,3.34%,6.73
https://seb.se/hitta-bankkontor/seb-i-stockholm-liljeholmen,436,11541,3.78%,12.32
https://seb.se/hitta-bankkontor/seb-i-taby-taby-centrum,436,9341,4.67%,12.62
https://seb.se/foretag/spara-och-placera/skog-och-lantbruk,432,7430,5.81%,14.15
https://seb.se/hitta-bankkontor/seb-i-goteborg-skanstorget,432,6195,6.97%,9.15
https://seb.se/hitta-bankkontor/seb-i-jakobsberg,429,5690,7.54%,11.57
https://seb.se/mastercard,428,7926,5.4%,5.22
https://seb.se/pow/content/produkter/kort/p02266_1805_seb_debit_credit_k4.pdf,428,6433,6.65%,5.13
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/aktier,427,20495,2.08%,10.77
https://seb.se/hitta-bankkontor/seb-i-vaxjo,427,7545,5.66%,9.12
https://seb.se/privat/betala/blippa/betala-med-smartklocka,427,3618,11.8%,10.78
https://seb.se/var-kundservice/1005/hur-mycket-behover-jag-amortera-pa-mitt-bolan/,426,10177,4.19%,12.9
https://seb.se/var-kundservice/1008/vad-ar-rantekompensation/,426,3054,13.95%,9.9
https://seb.se/hitta-bankkontor/seb-i-stockholm-brommaplan,424,8929,4.75%,5.63
https://seb.se/hitta-bankkontor/seb-i-sollentuna,423,6690,6.32%,8.13
https://seb.se/privat/spara-och-placera/radgivning,421,12148,3.47%,7.13
https://seb.se/pow/content/produkter/konton/A7479_privateng.pdf,420,5795,7.25%,5.68
https://seb.se/hitta-bankkontor/seb-i-stockholm-farsta,417,17832,2.34%,5.72
https://seb.se/hitta-bankkontor/seb-i-eskilstuna,417,8079,5.16%,7.61
https://seb.se/privat/bli-kund/skaffa-internetbanken,413,115271,0.36%,5.8
https://seb.se/privat/private-banking/kontakta-private-banking,409,20409,2%,3.84
https://seb.se/hitta-bankkontor/seb-i-varberg,405,5411,7.48%,14.87
https://seb.se/foretag/pension-och-forsakring/fondforsakring,403,5751,7.01%,7.32
https://seb.se/Kundservice/Kundservice-privat/Vanliga-fragor-och-svar/fragor-och-svar-om-sepa/,401,4953,8.1%,16.81
https://seb.se/hitta-bankkontor/seb-i-stockholm-ostermalmstorg,400,8150,4.91%,9.77
https://seb.se/var-kundservice/1239/vad-ar-beloppsgransen-for-swish/,397,16743,2.37%,4.86
https://seb.se/var-kundservice/9799/kan-jag-betala-med-mobilen-hos-er/,396,2062,19.2%,8.5
https://seb.se/kungsbacka,395,23388,1.69%,5.39
https://seb.se/hitta-bankkontor/seb-i-stockholm-kista,395,11010,3.59%,7.82
https://seb.se/var-kundservice/1198/hur-gor-jag-som-privatkund-for-att-betala-via-e-faktura/,393,5559,7.07%,5.32
https://seb.se/kundservice/kundservice-privat/vanliga-fragor-och-svar?icmp=sebses_help_link_c2_faq,392,3799,10.32%,4.62
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/active-trading,391,7551,5.18%,12
https://seb.se/privat/betala/konton,386,13394,2.88%,5.58
https://seb.se/hitta-bankkontor/seb-i-danderyd,385,4104,9.38%,12.16
https://seb.se/stiftelser,384,2232,17.2%,13.13
https://seb.se/hitta-bankkontor/seb-i-nacka,383,8112,4.72%,12.11
https://seb.se/var-kundservice/1078/kan-jag-plocka-ut-pengarna-fran-mitt-individuella-pensionssparande-ips/,383,7338,5.22%,9.46
https://seb.se/foretag/bli-foretagskund,379,24331,1.56%,6.5
https://seb.se/hitta-bankkontor/seb-i-stockholm-sebs-experience-center-stureplan,379,6069,6.24%,15.98
https://seb.se/hitta-bankkontor/seb-i-huddinge,377,7318,5.15%,7.07
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/privatanstalld-tjansteman-itp/vara-fonder,374,2757,13.57%,9.06
https://seb.se/foretag/verktyg-for-ditt-foretagande/engagemangssammanstallning,372,4202,8.85%,5.71
https://seb.se/farsta,371,46944,0.79%,3.12
https://seb.se/vasteras,369,29831,1.24%,6.14
https://seb.se/sisjon,368,42849,0.86%,3.11
https://seb.se/privat/lana/bolan-och-rantor/bolanerantor/genomsnittsrantor-lan-med-rorlig-ranta,368,34682,1.06%,4.59
https://seb.se/privat/spara-och-placera/spara-i-fonder/sparkalkylatorn,366,7926,4.62%,12.92
https://seb.se/Kundservice/hitta-bankkontor/seb-i-stockholm-soderhallarna,365,12077,3.02%,8.82
https://seb.se/hitta-bankkontor/seb-i-norrkoping,362,6179,5.86%,8.39
https://seb.se/foretag/betala-och-ta-betalt/betala/loner-via-fil,362,5857,6.18%,7.26
https://seb.se/privat/pension-och-forsakring/liv-och-sjukforsakringar/livforsakring-trygg,361,5849,6.17%,18.76
https://seb.se/halmstad,360,21385,1.68%,6.64
https://seb.se/privat/lana/bolan-och-rantor/lanelofte-och-guide/hitta-bostad-och-ga-pa-visning/fritidshus,360,18226,1.98%,32.03
https://seb.se/pow/content/pdf/ICS/ApplicationExternalKronor.pdf,359,2482,14.46%,7.02
https://seb.se/var-kundservice/c1129-bankid-pa-kort,356,10672,3.34%,7.36
https://seb.se/privat/betala/betala-rakningar/direktbetalning,356,7911,4.5%,10.85
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/btp-1,356,4347,8.19%,11.15
https://seb.se/foretag/bli-foretagskund/finansiera-ditt-foretag-med-ett-foretagslan,351,10713,3.28%,26.96
https://seb.se/privat/spara-och-placera/spara-i-fonder/seb-strategi-mojlighet-lux,351,2696,13.02%,9.49
https://seb.se/foretag/foretagsevent/seb-entrepreneur-camp,350,21933,1.6%,3.39
https://seb.se/hitta-bankkontor/seb-i-umea,350,4734,7.39%,10.91
https://seb.se/hitta-bankkontor/seb-i-partille,347,5165,6.72%,9.23
https://seb.se/lindholmen,346,41076,0.84%,2.63
https://seb.se/eskilstuna,346,22920,1.51%,5.65
https://seb.se/var-kundservice/c1093-enkla-lanet,346,13753,2.52%,6.47
https://seb.se/hitta-bankkontor/seb-i-sodertalje,341,6872,4.96%,7.85
https://seb.se/privat/spara-och-placera/insattningsgarantin,338,13604,2.48%,11.73
https://seb.se/hitta-bankkontor/seb-i-stockholm-karlaplan,337,5681,5.93%,13
https://seb.se/arenastaden,336,48770,0.69%,3.21
https://seb.se/hitta-bankkontor/seb-i-nykoping,334,5073,6.58%,6.62
https://seb.se/hitta-bankkontor/seb-i-kalmar,330,5092,6.48%,11.33
https://seb.se/privat/private-banking/stiftelser/kontakta-oss,327,2222,14.72%,8.97
https://seb.se/privat/spara-och-placera/spara-i-fonder/seb-strategi-balanserad-lux,326,2310,14.11%,5.25
https://seb.se/stangda-kontor/seb-stockholm-sergels-torg-kassa-har-flyttat-till-sveavagen-18,323,21849,1.48%,5.16
https://seb.se/hitta-bankkontor/seb-i-kungalv,322,6729,4.79%,6.52
https://seb.se/norrkoping,321,26906,1.19%,6.69
https://seb.se/hitta-bankkontor/seb-i-kristianstad,320,6586,4.86%,7.54
https://seb.se/hitta-bankkontor/seb-i-stockholm-norrmalm,319,17215,1.85%,6.06
https://seb.se/privat/digitala-tjanster/vara-appar/appen-for-unga?icmp=sebsep_mobilatjanster_ad_pa1_ungdomsapp,319,5177,6.16%,6
https://seb.se/kundservice/kundservice-foretag/vanliga-fragor-och-svar/fragor-och-svar-om-utlandsbetalningar,319,4130,7.72%,5.12
https://seb.se/privat/livet/skilsmassa/sa-mycket-kostar-en-skilsmassa,317,4617,6.87%,11.76
https://seb.se/hitta-bankkontor/seb-i-trollhattan,314,5555,5.65%,9.99
https://seb.se/juridik-och-sakerhet/uppgifter-om-ditt-foretag,314,3625,8.66%,5.4
https://seb.se/var-kundservice/6498/jag-far-min-lonespecifikation-till-seb-var-hittar-jag-den/,313,7904,3.96%,2.55
https://seb.se/kundservice/kundservice-privat?icmp=sebses_help_link_c1_kundservice,312,6394,4.88%,6.39
https://seb.se/privat/spara-och-placera/spara-i-fonder/seb-dynamisk-aktiefond,312,3788,8.24%,10.47
https://seb.se/pow/apps/Valutakurser/sedel_tot.asp,311,17610,1.77%,4.52
https://seb.se/privat/lana/bolan-och-rantor/bolan/erbjudande-for-medlemmar-i-tco-forbunden,311,5867,5.3%,12.5
https://seb.se/hitta-bankkontor/seb-i-lerum,310,5227,5.93%,7.64
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/aktiehandel,306,11825,2.59%,9.11
https://seb.se/foretag/pension-och-forsakring/10-taggare,305,3506,8.7%,8.14
https://seb.se/linkoping,303,24326,1.25%,6.8
https://seb.se/Kundservice/Kundservice-privat/Vanliga-fragor-och-svar/fragor-och-svar-om-bankkontor/,302,7942,3.8%,4.96
https://seb.se/privat/betala/kort-for-privatpersoner/sebs-masterpass,301,20604,1.46%,7.88
https://seb.se/var-kundservice/contact/1295,301,12523,2.4%,4.32
https://seb.se/pow/borsfinans/listor/id_fxrates.asp,301,3756,8.01%,6.87
https://seb.se/privat/pension-och-forsakring/liv-och-sjukforsakringar/gruppforsakring,300,9185,3.27%,19.86
https://seb.se/sodermalm,299,63410,0.47%,2.59
https://seb.se/var-kundservice/1112/hur-lang-tid-efter-att-jag-ansoker-om-enkla-lanet-far-jag-pengarna/,298,4110,7.25%,8.04
https://seb.se/privat/betala/konton/brokonto,296,4682,6.32%,13.93
https://seb.se/privat/betala/kort-for-privatpersoner/seb-credit/erbjudanden-till-dig-med-seb-credit,294,23105,1.27%,5.43
https://seb.se/taby,294,13320,2.21%,4.53
https://seb.se/privat/lana/bolan-och-rantor/allman-information-om-bolan/allman-information-om-bolan-och-bostadskrediter,293,6978,4.2%,25.96
https://seb.se/hitta-bankkontor/seb-i-goteborg-orgryte,293,4817,6.08%,10.64
https://seb.se/hitta-bankkontor/seb-i-skovde,292,4743,6.16%,12.13
https://seb.se/privat/spara-och-placera,290,22252,1.3%,25.6
https://seb.se/privat/livet,289,4794,6.03%,22.56
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt/autogiro-ta-betalt/autogiro-medgivande-via-internetbank,287,6504,4.41%,5.55
https://seb.se/privat/pension-och-forsakring/jobbadeltid,287,5246,5.47%,21.51
https://seb.se/media/kloka-tips-for-dig-som-ar-sambo-med-eller-utan-barn,286,5820,4.91%,15.96
https://seb.se/hitta-bankkontor/seb-i-vellinge,285,3751,7.6%,13.99
https://seb.se/Kundservice/hitta-bankkontor/seb-i-helsingborg-stortorget/,285,2295,12.42%,5.13
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/hantering-av-intressekonflikter/investment-strategys-investeringsrekommendationer-och-hantering-av-intressekonflikter-uppdatering-kvartalsvis,283,2045,13.84%,7.29
https://seb.se/privat/pension-och-forsakring/liv-och-sjukforsakringar/sjukforsakring,282,14813,1.9%,18.37
https://seb.se/pow/content/produkter/allmanna_villkor_vardefack_servicefack.pdf,282,2240,12.59%,5.56
https://seb.se/privat/livet/skilsmassa/sa-undviker-du-misstagen-vid-en-skilsmassa-eller-separation,280,4690,5.97%,13.35
https://seb.se/foretag/pension-och-forsakring/vardforsakringar,279,8309,3.36%,7.32
https://seb.se/hitta-bankkontor/seb-i-tumba,279,5342,5.22%,10.65
https://seb.se/privat/betala/kort/seb-debit?icmp=sebses_betala_link_b1_visakortbytesebdebit,278,6099,4.56%,8.4
https://seb.se/liljeholmen,277,66137,0.42%,2.65
https://seb.se/privat/lana/bolan-och-rantor/ranteskola-om-bolan,277,21225,1.31%,7.42
https://seb.se/om-seb/seb-pa-vag,277,7160,3.87%,13.91
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/privatanstalld-tjansteman-itp,275,6967,3.95%,14.13
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt/autogiro-ta-betalt/autogiro-online,275,6036,4.56%,5.06
https://seb.se/terminal5,274,21325,1.28%,3.39
https://seb.se/molndal,272,27463,0.99%,2.86
https://seb.se/Kundservice/Kundservice-privat/Vanliga-fragor-och-svar/fragor-och-svar-om-autogiro/,272,2061,13.2%,4.84
https://seb.se/privat/pension-och-forsakring/sak-och-hemforsakringar,271,16629,1.63%,44.66
https://seb.se/var-kundservice/?p=18,271,7838,3.46%,7.15
https://seb.se/var-kundservice/3772/hur-manga-betalningsmottagare-kan-jag-ha-sparade-pa-internetbanken/,269,2172,12.38%,8.41
https://seb.se/hitta-bankkontor/seb-i-lulea,268,4830,5.55%,10.2
https://seb.se/privat/lana/privatlan-och-krediter/kontokredit,266,7499,3.55%,19.13
https://seb.se/privat/betala/betala-rakningar/betalservice-via-kuvert,266,6939,3.83%,17.98
https://seb.se/kundservice/hitta-bankkontor/seb-i-solna-arenastaden,265,5346,4.96%,5.99
https://seb.se/privat/spara-och-placera/radgivning/infor-motet,264,19672,1.34%,1.6
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt-fran-utlandet/sepa-direct-debit,264,6098,4.33%,5.13
https://seb.se/hitta-bankkontor/seb-i-stockholm-globen,262,7050,3.72%,15.57
https://seb.se/Privat/Spara-och-placera/Aktier-och-andra-placeringar/aktuella-placeringstips/,262,4913,5.33%,20.72
https://seb.se/kyrkogatan,260,37122,0.7%,2.69
https://seb.se/var-kundservice/c19-spara-placera,260,5526,4.71%,7
https://seb.se/hitta-bankkontor/seb-i-angelholm,258,13531,1.91%,5.93
https://seb.se/media/ny-tjanst-visar-information-fran-alla-dina-banker-i-en-app,258,3294,7.83%,9.79
https://seb.se/pow/fmk/2500/informationsbroschyr/i_SEB-SVEINDEX.pdf,258,2832,9.11%,5.06
https://seb.se/hitta-bankkontor/seb-i-ystad,257,4186,6.14%,9.06
https://seb.se/juridik-och-sakerhet/besokare-utanfor-sverige,256,6084,4.21%,5.33
https://seb.se/bankid,254,28230,0.9%,6.88
https://seb.se/kundservice/kundservice-privat/framtidens-kontor,254,6194,4.1%,7.93
https://seb.se/pow/apps/iban/ibanval.asp?lang=sv,253,3891,6.5%,6.47
https://seb.se/var-kundservice/3960/vad-ar-uttag-och-insattningsgransen-i-en-bankomat/98eb08cf-f3a1-4b53-bbc3-48a46e557570,253,3119,8.11%,4.12
https://seb.se/var-kundservice/11059/hur-tar-jag-fram-ett-kontoutdrag-for-mitt-konto/a67ee853-af65-4bed-e261-35ffff0176a3,253,2728,9.27%,6.14
https://seb.se/foretag/digitala-tjanster/internetbanken-foretag/digital-fullmakt,252,12004,2.1%,8.77
https://seb.se/privat/spara-och-placera/spara-i-fonder/seb-strategi-tillvaxt-lux,252,2993,8.42%,11.55
https://seb.se/steriksgatan,249,64751,0.38%,2.81
https://seb.se/Kundservice/kundservice-foretag/,249,6873,3.62%,4.5
https://seb.se/kalmar,248,14972,1.66%,7.02
https://seb.se/media/vilken-valuta-ska-jag-valja-vid-kortkop-pa-utlandsresan,247,3665,6.74%,15.06
https://seb.se/privat/private-banking/filantropi/stiftelser/kontakta-oss,246,3468,7.09%,13.7
https://seb.se/orgryte,245,30865,0.79%,2.46
https://seb.se/gavle,244,17470,1.4%,6.58
https://seb.se/privat/lana/privatlan-och-krediter/medlemslan/ansok-om-medlemslan-for-unionen,244,10317,2.37%,8.73
https://seb.se/hitta-bankkontor/seb-i-arlanda-sky-city,244,5214,4.68%,12.52
https://seb.se/privat/lana/privatlan-och-krediter/enkla-lanet-ansokan,243,35977,0.68%,2.3
https://seb.se/skovde,242,15242,1.59%,5.29
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/nyhetsbrev-placeraren/marknadskommentar,242,6379,3.79%,6.83
https://seb.se/Privat/Spara-och-placera/alla-produkter-och-tjanster-inom-spara-och-placera/warrantskolan/,242,2586,9.36%,7.79
https://seb.se/privat/private-banking/investment-outlook,241,5244,4.6%,6.7
https://seb.se/pension,240,5464,4.39%,3.66
https://seb.se/foretag/betala-och-ta-betalt/betala/foretagskort/seb-commercial-debit,239,6071,3.94%,5.67
https://seb.se/pow/content/pdf/A7772uar_swe.pdf,239,2041,11.71%,19.91
https://seb.se/foretag/betala-och-ta-betalt/betala/foretagskort/e-handelskonto,238,4836,4.92%,8.52
https://seb.se/bors-och-finans/fonder/rantefonder,238,3239,7.35%,20.09
https://seb.se/sodertalje,237,28681,0.83%,5.28
https://seb.se/privat/spara-och-placera/flyttjanst-fonder,236,13281,1.78%,9.01
https://seb.se/stangda-kontor/seb-solna-flyttat-till-stjarntorget-arenastaden,236,8276,2.85%,4.23
https://seb.se/privat/livet/brollop/att-tanka-pa-fore-aktenskapet,236,3683,6.41%,19.47
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/borshandlade-certifikat,235,14574,1.61%,13.95
https://seb.se/umea,235,14349,1.64%,7.12
https://seb.se/hitta-bankkontor/seb-i-vallingby,234,3589,6.52%,10.95
https://seb.se/privat/pension-och-forsakring/samla-din-pension,233,8956,2.6%,17.6
https://seb.se/pow/content/produkter/enkla_vardagen_eng_serb0188.pdf,233,3061,7.61%,4.25
https://seb.se/kundservice/kundservice-foretag/vanliga-fragor-och-svar/fragor-och-svar-om-autogiro,233,1782,13.08%,4.15
https://seb.se/privat/lana/bolan-och-rantor/allmanna-villkor-om-bolan/allman-information-om-bolan-och-bostadskrediter-hos-oss-pa-seb,232,3321,6.99%,20.07
https://seb.se/privat/lana/bolan-och-rantor/allman-information-om-bolan,231,33289,0.69%,2.23
https://seb.se/hitta-bankkontor/seb-i-goteborg-backadal,231,4711,4.9%,6.63
https://seb.se/privat/spara-och-placera/spara-i-fonder/seb-strategi-defensiv-lux,231,1140,20.26%,5.35
https://seb.se/var-kundservice/1052/vad-ska-jag-gora-om-jag-har-glomt-pinkoden-till-mitt-mobila-bankid/,230,5708,4.03%,7.57
https://seb.se/vaxjo,229,16291,1.41%,6.74
https://seb.se/var-kundservice/11242/hur-skaffar-eller-fornyar-jag-ett-mobilt-bankid/b19885a3-b9f2-4109-ee32-6a35a529b78b,228,4319,5.28%,8.6
https://seb.se/privat/ekonomikollen/tre-satt-att-hjalpa-barnen-kopa-forsta-bostaden,228,3708,6.15%,20.41
https://seb.se/hitta-bankkontor/seb-i-malmo-limhamn,226,5437,4.16%,17.18
https://seb.se/privat/verktyg-for-din-ekonomi,224,34954,0.64%,9.78
https://seb.se/privat/verktyg-for-din-ekonomi/swish/fragor-och-svar-om-swish,224,10987,2.04%,6.82
https://seb.se/foretag/bli-foretagskund/ep,224,5083,4.41%,15.84
https://seb.se/stangda-kontor/seb-stockholm-hornsgatan-flyttat-till-hornsgatan-3,224,4414,5.07%,6.53
https://seb.se/swishforetag,223,5623,3.97%,9.42
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/nyhetsbrev-placeraren/placeringstips,222,2528,8.78%,6.25
https://seb.se/foretag/pension-och-forsakring/vardforsakringar/vardforsakring-extra-foretag,221,5919,3.73%,14.4
https://seb.se/privat/verktyg-for-din-ekonomi/internetbanken-privat/internetbanken-steg-for-steg,220,97404,0.23%,6.38
https://seb.se/nacka,220,32760,0.67%,3.09
https://seb.se/juridik-och-sakerhet/psd2,220,5972,3.68%,6.72
https://seb.se/privat/spara-och-placera/spara-i-fonder/pengarna-och-livet-podden,220,2701,8.15%,14.86
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt,219,16750,1.31%,13.44
https://seb.se/privat/pension-och-forsakring/kapitalforsakringar/barnspar-i-kapitalforsakring,218,6338,3.44%,6.53
https://seb.se/privat/betala/kort/sparra-ditt-kort?icmp=sebses_help_link_c3_sparrakort,218,2610,8.35%,8.79
https://seb.se/stangda-kontor/seb-stockholm-soderhallarna-har-flyttat-till-hornsgatan-3,216,5387,4.01%,6.09
https://seb.se/pow/content/pdf/aktuella-belopp-2019.pdf,215,15696,1.37%,12.99
https://seb.se/bors-och-finans/fonder/rekommendationer,214,11723,1.83%,7.19
https://seb.se/foretag/verktyg-for-ditt-foretagande/swish-handel,214,5389,3.97%,10.43
https://seb.se/privat/spara-och-placera/spara-i-fonder/handel-med-fonder-i-sebs-kurslista/hur-lang-tid-tar-fondbyten-i-svenska-fondforsakringar,214,2896,7.39%,13.11
https://seb.se/foretag/greenhouse,214,1889,11.33%,15.79
https://seb.se/nykoping,213,12849,1.66%,6.59
https://seb.se/bors-och-finans/fonder/verktyg/ladda-hem-fondkurser,213,11126,1.91%,8.09
https://seb.se/karlstad,212,18433,1.15%,6.57
https://seb.se/drottningtorget,211,18824,1.12%,5.95
https://seb.se/media/framtidens-betalningar-ar-har,211,2634,8.01%,9.26
https://seb.se/sundsvall,210,13851,1.52%,7
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt/kortbetalning-i-butik,209,10740,1.95%,29.08
https://seb.se/hitta-bankkontor/seb-i-landskrona,209,6746,3.1%,8.32
https://seb.se/privat/spara-och-placera/spara-i-fonder/risknivaer-for-fonder,209,3524,5.93%,6.91
https://seb.se/privat/livet/att-skaffa-barn/ads/sa-mycket-kostar-ett-barn/3-vanliga-fragor-fran-foraldrar,209,2137,9.78%,6.03
https://seb.se/hitta-bankkontor/seb-i-uddevalla,207,4452,4.65%,7.67
https://seb.se/backadal,206,27833,0.74%,2.52
https://seb.se/om-seb/seb-pa-facebook,206,2280,9.04%,13.57
https://seb.se/privat/pension-och-forsakring/vardforsakringar/vardforsakring-extra,205,6652,3.08%,3.55
https://seb.se/hitta-bankkontor/seb-i-ljungby,205,4110,4.99%,8.96
https://seb.se/pow/content/produkter/kort/losen_ehandel_e0075.pdf,204,4024,5.07%,7.34
https://seb.se/hitta-bankkontor/seb-i-lidingo,204,3297,6.19%,9.69
https://seb.se/privat/lana/bolan-och-rantor/lanelofte-och-guide/budgivning-och-kontrakt,203,28280,0.72%,5.41
https://seb.se/pow/wave/apps/SwapRates/Default.aspx/,203,8101,2.51%,7.35
https://seb.se/kundservice/hitta-bankkontor/seb-i-karlstad,202,3449,5.86%,6.26
https://seb.se/privat/livet/att-flytta-ihop/dela-rattvist-pa-utgifterna--gor-en-budget,202,2497,8.09%,9.11
https://seb.se/kristianstad,201,17667,1.14%,5.7
https://seb.se/privat/private-banking/vart-erbjudande/seb-selected/for-dig-med-sebs-selected,201,4542,4.43%,18.72
https://seb.se/foretag/finansiera/sakra-din-affar,201,3432,5.86%,9.22
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt/e-faktura-skicka,199,12454,1.6%,23.6
https://seb.se/pow/content/pdf/Information_lanevillkor_bolan.pdf,199,4261,4.67%,13.33
https://seb.se/privat/spara-och-placera/radgivning/non-resident,199,696,28.59%,10.88
https://seb.se/Kundservice/Teknikhjalp/problem-med-internetbanken/,198,14227,1.39%,7.45
https://seb.se/privat/verktyg-for-din-ekonomi/digipass/fragor-och-svar,198,5841,3.39%,5.79
https://seb.se/privat/pension-och-forsakring/kapitalforsakringar/traditionell-kapitalforsakring-privat,197,3582,5.5%,3.21
https://seb.se/hitta-bankkontor/seb-i-lomma,197,3115,6.32%,11.9
https://seb.se/privat/pension-och-forsakring/kapitalforsakringar/kapitalspar,196,5096,3.85%,7.68
https://seb.se/Kundservice/hitta-bankkontor/seb-i-nacka,196,2408,8.14%,6.95
https://seb.se/jakobsberg,195,29932,0.65%,3.08
https://seb.se/kundservice/kundservice-privat/vanliga-fragor-och-svar/bolaneforlangning,194,11469,1.69%,6.48
https://seb.se/Kundservice/Kundservice-privat/Motesplatser/telefonen-ar-ditt-bankkontor/sa-har-anvander-du-bank-pa-telefon/,193,4590,4.2%,9.97
https://seb.se/media/saker-manga-missar-infor-utlandssemestern,193,3048,6.33%,7.18
https://seb.se/foretag/pension-och-forsakring/vardforsakringar/vardforsakring-kollektiv-for-foretag,193,2708,7.13%,10.93
https://seb.se/skanstorget,191,52317,0.37%,2.26
https://seb.se/lerum,191,16244,1.18%,4.2
https://seb.se/odenplan,190,33591,0.57%,2.93
https://seb.se/Kundservice/Teknikhjalp/rensa-ditt-cacheminne/,188,7489,2.51%,12.87
https://seb.se/foretag/betala-och-ta-betalt/betala/e-faktura-foretag-ta-emot-och-betala,187,5822,3.21%,12.68
https://seb.se/stangda-kontor/seb-stockholm-stureplan-2-plan-2-flyttat-till-stockholm-ostermalmstorg,186,13014,1.43%,6.83
https://seb.se/varberg,185,12254,1.51%,6
https://seb.se/var-kundservice/1188/kortlasaren-till-mitt-bankid-fungerar-inte-vad-ska-jag-gora/,185,4178,4.43%,16.57
https://seb.se/pow/fmk/2500/informationsbroschyr/i_SEB-SMA.pdf,185,3076,6.01%,4.82
https://seb.se/hitta-bankkontor/seb-i-vetlanda,185,2845,6.5%,7.57
https://seb.se/media/fa-koll-pa-utgifterna-med-appen,184,6366,2.89%,13.92
https://seb.se/privat/betala,183,17594,1.04%,8.58
https://seb.se/hitta-bankkontor/seb-i-goteborg-volvo-city,183,5633,3.25%,13.72
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/kapitalskyddade-placeringar,183,5074,3.61%,5.91
https://seb.se/kundservice/kundservice-privat/seb-pa-vag,183,4569,4.01%,7.09
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/privatanstalld-tjansteman-itp/avgifter-och-skatter,183,2554,7.17%,8.91
https://seb.se/privat/livet/skilsmassa/sa-gor-du-nar-du-ar-sambo,182,3082,5.91%,18.65
https://seb.se/hitta-bankkontor/seb-i-staffanstorp,182,3076,5.92%,6.69
https://seb.se/privat/lana/privatlan-och-krediter/privatlan-enkla-lanet/hur-mycket-kostar-enkla-lanet,181,27528,0.66%,3.24
https://seb.se/hitta-bankkontor/seb-i-borlange,181,12959,1.4%,6.94
https://seb.se/pow/content/produkter/telefon/bank_pa_tel_r4688.pdf,181,2019,8.96%,4.61
https://seb.se/foretag/finansiera/fakturafinansiering,180,25557,0.7%,37.2
